"data_dt","pty_id","sor_pty_id","cust_lvl_cd","cust_status","cust_type","prov_name","city_name","birth_dt","cust_age","name","gender_cd","edu_cd","prof_cd","org_id"
"20260531",C000000000000226,"6666000000000000226","1000002","2000001",P,江苏省,苏州市,"19620524",64,农***,"5000002","6000004","7000032",XX00000054
"20260531",C000000000000250,"6666000000000000250","1000004","2000001",P,江苏省,南京市,"19500623",75,风***,"5000002","6000008","7000032",XX00000045
"20260531",C000000000000331,"6666000000000000331","1000002","2000001",P,江苏省,苏州市,"19631123",62,惠***,"5000002","6000004","7000005",XX00000054
"20260531",C000000000000346,"6666000000000000346","1000003","2000001",P,江苏省,苏州市,"19610926",64,小***,"5000002","6000004","7000012",XX00000054
"20260531",C000000000000357,"6666000000000000357","1000005","2000001",P,江苏省,苏州市,"19440720",81,渭***,"5000003","6000007","7000032",XX00000054
"20260531",C000000000000370,"6666000000000000370","1000003","2000001",P,江苏省,苏州市,"19631027",62,雪***,"5000003","6000008","7000032",XX00000054
"20260531",C000000000000380,"6666000000000000380","1000004","2000001",P,江苏省,苏州市,"19680330",58,亚***,"5000002","6000007","7000017",XX00000054
"20260531",C000000000000391,"6666000000000000391","1000002","2000001",P,江苏省,南京市,"19601205",65,阿***,"5000002","6000004","7000041",XX00000045
"20260531",C000000000000433,"6666000000000000433","1000002","2000001",P,江苏省,苏州市,"19681220",57,建***,"5000002","6000004","7000012",XX00000054
"20260531",C000000000000479,"6666000000000000479","1000006","2000001",P,江苏省,苏州市,"19440315",82,琴***,"5000003","6000008","7000032",XX00000054
"20260531",C000000000000032,"6666000000000000032","1000003","2000001",P,江苏省,苏州市,"19650205",61,建***,"5000002","6000004","7000002",XX00000054
"20260531",C000000000000066,"6666000000000000066","1000005","2000001",P,江苏省,苏州市,"19670207",59,建***,"5000002","6000005","7000002",XX00000054
"20260531",C000000000000069,"6666000000000000069","1000003","2000001",P,江苏省,南京市,"19581004",67,燕***,"5000003","6000007","7000032",XX00000203
"20260531",C000000000000108,"6666000000000000108","1000004","2000001",P,江苏省,苏州市,"19651104",60,耀***,"5000002","6000007","7000002",XX00000054
"20260531",C000000000000193,"6666000000000000193","1000004","2000001",P,广东省,广州市,"19690224",57,华***,"5000003","6000004","7000036",XX00000073
"20260531",C000000000000231,"6666000000000000231","1000004","2000001",P,江苏省,苏州市,"19751006",50,小***,"5000003","6000004","7000012",XX00000054
"20260531",C000000000000267,"6666000000000000267","1000001","2000001",P,江苏省,苏州市,"19530205",73,正***,"5000002","6000007","7000002",XX00000054
"20260531",C000000000000278,"6666000000000000278","1000001","2000001",P,江苏省,苏州市,"19630408",63,惠***,"5000002","6000004","7000002",XX00000054
"20260531",C000000000000300,"6666000000000000300","1000004","2000001",P,江苏省,苏州市,"19700209",56,瑾***,"5000003","6000008","7000032",XX00000054
"20260531",C000000000000305,"6666000000000000305","1000003","2000001",P,江苏省,苏州市,"19680420",58,爱***,"5000002","6000003","7000015",XX00000054
"20260531",C000000000000338,"6666000000000000338","1000003","2000001",P,江苏省,苏州市,"19440912",81,汉***,"5000002","6000008","7000032",XX00000054
"20260531",C000000000000348,"6666000000000000348","1000006","2000001",P,江苏省,苏州市,"19590611",66,飞***,"5000002","6000005","7000032",XX00000054
"20260531",C000000000000352,"6666000000000000352","1000002","2000001",P,江苏省,苏州市,"19570605",68,仁***,"5000002","6000005","7000031",XX00000054
"20260531",C000000000000399,"6666000000000000399","1000003","2000001",P,江苏省,苏州市,"19520927",73,鹤***,"5000002","6000008","7000032",XX00000054
"20260531",C000000000000403,"6666000000000000403","1000002","2000001",P,江苏省,南京市,"19580118",68,小***,"5000003","6000005","7000032",XX00000045
"20260531",C000000000000428,"6666000000000000428","1000003","2000001",P,江苏省,苏州市,"19680809",57,建***,"5000002","6000004","7000002",XX00000054
"20260531",C000000000000450,"6666000000000000450","1000003","2000001",P,江苏省,苏州市,"19621211",63,建***,"5000002","6000005","7000031",XX00000054
"20260531",C000000000000462,"6666000000000000462","1000004","2000001",P,江苏省,苏州市,"19711207",54,卫***,"5000003","6000006","7000041",XX00000054
"20260531",C000000000000496,"6666000000000000496","1000002","2000001",P,江苏省,苏州市,"19620205",64,蓉***,"5000003","6000006","7000031",XX00000054
"20260531",C000000000000052,"6666000000000000052","1000003","2000001",P,江苏省,苏州市,"19750528",51,文***,"5000003","6000005","7000017",XX00000054
"20260531",C000000000000077,"6666000000000000077","1000004","2000001",P,江苏省,苏州市,"19730606",52,峰***,"5000002","6000004","7000035",XX00000054
"20260531",C000000000000123,"6666000000000000123","1000004","2000001",P,江苏省,苏州市,"19750928",50,青***,"5000002","6000005","7000002",XX00000054
"20260531",C000000000000170,"6666000000000000170","1000003","2000001",P,江苏省,苏州市,"19570901",68,建***,"5000002","6000007","7000031",XX00000137
"20260531",C000000000000189,"6666000000000000189","1000002","2000001",P,江苏省,苏州市,"19650608",60,海***,"5000002","6000007","7000032",XX00000054
"20260531",C000000000000274,"6666000000000000274","1000005","2000001",P,江苏省,苏州市,"19670721",58,忠***,"5000002","6000005","7000017",XX00000137
"20260531",C000000000000279,"6666000000000000279","1000004","2000001",P,江苏省,苏州市,"19730510",53,昊***,"5000002","6000005","7000020",XX00000054
"20260531",C000000000000417,"6666000000000000417","1000001","2000001",P,江苏省,苏州市,"19640715",61,任***,"5000002","6000006","7000041",XX00000054
"20260531",C000000000000457,"6666000000000000457","1000004","2000001",P,江苏省,苏州市,"19680520",58,惠***,"5000002","6000005","7000012",XX00000054
"20260531",C000000000000464,"6666000000000000464","1000004","2000001",P,江苏省,苏州市,"19621119",63,建***,"5000002","6000008","7000032",XX00000054
"20260531",C000000000000469,"6666000000000000469","1000004","2000001",P,江苏省,苏州市,"19671109",58,英***,"5000003","6000005","7000032",XX00000054
"20260531",C000000000000490,"6666000000000000490","1000006","2000001",P,江苏省,苏州市,"19530322",73,建***,"5000003","6000005","7000032",XX00000054
"20260531",C000000000000028,"6666000000000000028","1000005","2000001",P,江苏省,苏州市,"19820522",44,冰***,"5000002","6000005","7000017",XX00000054
"20260531",C000000000000031,"6666000000000000031","1000004","2000001",P,江苏省,苏州市,"19551110",70,建***,"5000003","6000009","7000032",XX00000206
"20260531",C000000000000057,"6666000000000000057","1000004","2000001",P,江苏省,苏州市,"19500911",75,惠***,"5000003","6000005","7000031",XX00000054
"20260531",C000000000000074,"6666000000000000074","1000004","2000001",P,江苏省,苏州市,"19560823",69,奇***,"5000002","6000005","7000002",XX00000054
"20260531",C000000000000090,"6666000000000000090","1000003","2000001",P,江苏省,苏州市,"19611003",64,建***,"5000002","6000005","7000012",XX00000137
"20260531",C000000000000097,"6666000000000000097","1000005","2000001",P,江苏省,苏州市,"19620810",63,彬***,"5000002","6000008","7000032",XX00000054
"20260531",C000000000000165,"6666000000000000165","1000003","2000001",P,江苏省,苏州市,"19641003",61,美***,"5000003","6000007","7000020",XX00000137
"20260531",C000000000000179,"6666000000000000179","1000002","2000001",P,江苏省,苏州市,"19750808",50,丽***,"5000003","6000005","7000002",XX00000054
"20260531",C000000000000209,"6666000000000000209","1000002","2000001",P,江苏省,苏州市,"19701121",55,丽***,"5000003","6000005","7000036",XX00000137
"20260531",C000000000000247,"6666000000000000247","1000006","2000001",P,江苏省,苏州市,"19580101",68,敏***,"5000003","6000005","7000031",XX00000054
"20260531",C000000000000273,"6666000000000000273","1000005","2000001",P,江苏省,苏州市,"19700217",56,斌***,"5000002","6000005","7000041",XX00000054
"20260531",C000000000000281,"6666000000000000281","1000005","2000001",P,江苏省,苏州市,"19500819",75,新***,"5000002","6000006","7000031",XX00000137
"20260531",C000000000000302,"6666000000000000302","1000003","2000001",P,江苏省,南京市,"19680326",58,志***,"5000002","6000007","7000005",XX00000045
"20260531",C000000000000333,"6666000000000000333","1000004","2000001",P,江苏省,苏州市,"19571029",68,伟***,"5000002","6000005","7000005",XX00000054
"20260531",C000000000000420,"6666000000000000420","1000004","2000001",P,江苏省,苏州市,"19640602",61,建***,"5000002","6000004","7000016",XX00000054
"20260531",C000000000000432,"6666000000000000432","1000003","2000001",P,江苏省,苏州市,"19631114",62,静***,"5000003","6000006","7000032",XX00000054
"20260531",C000000000000018,"6666000000000000018","1000004","2000001",P,江苏省,苏州市,"19621012",63,祖***,"5000002","6000005","7000032",XX00000267
"20260531",C000000000000043,"6666000000000000043","1000001","2000001",P,江苏省,苏州市,"19650705",60,建***,"5000002","6000007","7000041",XX00000054
"20260531",C000000000000044,"6666000000000000044","1000004","2000001",P,江苏省,苏州市,"19680610",57,亚***,"5000003","6000007","7000013",XX00000054
"20260531",C000000000000169,"6666000000000000169","1000001","2000001",P,江苏省,苏州市,"19731012",52,惠***,"5000002","6000005","7000013",XX00000054
"20260531",C000000000000174,"6666000000000000174","1000004","2000001",P,江苏省,苏州市,"19741107",51,宗***,"5000002","6000007","7000017",XX00000054
"20260531",C000000000000214,"6666000000000000214","1000003","2000001",P,江苏省,苏州市,"19750812",50,闽***,"5000002","6000007","7000003",XX00000054
"20260531",C000000000000215,"6666000000000000215","1000004","2000001",P,上海市,上海市,"19681219",57,忠***,"5000002","6000007","7000017",XX00000021
"20260531",C000000000000242,"6666000000000000242","1000004","2000001",P,江苏省,苏州市,"19770715",48,书***,"5000002","6000003","7000017",XX00000267
"20260531",C000000000000296,"6666000000000000296","1000004","2000001",P,江苏省,苏州市,"19730614",52,雪***,"5000002","6000005","7000051",XX00000054
"20260531",C000000000000311,"6666000000000000311","1000004","2000001",P,江苏省,苏州市,"19680924",57,向***,"5000002","6000004","7000002",XX00000054
"20260531",C000000000000394,"6666000000000000394","1000003","2000001",P,江苏省,苏州市,"19690110",57,卫***,"5000002","6000005","7000005",XX00000054
"20260531",C000000000000430,"6666000000000000430","1000004","2000001",P,江苏省,苏州市,"19710711",54,蓉***,"5000003","6000005","7000003",XX00000054
"20260531",C000000000000448,"6666000000000000448","1000003","2000001",P,江苏省,苏州市,"19621123",63,东***,"5000002","6000004","7000058",XX00000054
"20260531",C000000000000467,"6666000000000000467","1000005","2000001",P,江苏省,苏州市,"19690912",56,惠***,"5000003","6000007","7000002",XX00000054
"20260531",C000000000000486,"6666000000000000486","1000004","2000001",P,江苏省,苏州市,"19641119",61,培***,"5000002","6000005","7000041",XX00000054
"20260531",C000000000000126,"6666000000000000126","1000003","2000001",P,江苏省,苏州市,"19700126",56,红***,"5000002","6000005","7000022",XX00000054
"20260531",C000000000000146,"6666000000000000146","1000002","2000001",P,江苏省,苏州市,"19480614",77,仁***,"5000003","6000004","7000031",XX00000054
"20260531",C000000000000183,"6666000000000000183","1000005","2000001",P,江苏省,苏州市,"19630503",63,国***,"5000002","6000005","7000032",XX00000137
"20260531",C000000000000229,"6666000000000000229","1000006","2000004",P,江苏省,苏州市,"19711202",54,秀***,"5000003","6000004","7000002",XX00000054
"20260531",C000000000000277,"6666000000000000277","1000003","2000001",P,江苏省,苏州市,"19470906",78,广***,"5000002","6000005","7000031",XX00000054
"20260531",C000000000000373,"6666000000000000373","1000002","2000001",P,江苏省,苏州市,"19620907",63,兵***,"5000002","6000005","7000041",XX00000054
"20260531",C000000000000378,"6666000000000000378","1000006","2000004",P,江苏省,南京市,"19601205",65,敏***,"5000003","6000005","7000031",XX00000052
"20260531",C000000000000414,"6666000000000000414","1000006","2000001",P,江苏省,苏州市,"19401120",85,永***,"5000002","6000007","7000032",XX00000054
"20260531",C000000000000029,"6666000000000000029","1000004","2000001",P,北京市,北京市,"19540909",71,卫***,"5000002","6000007","7000031",XX00000308
"20260531",C000000000000045,"6666000000000000045","1000004","2000001",P,江苏省,苏州市,"19661124",59,文***,"5000003","6000007","7000017",XX00000054
"20260531",C000000000000079,"6666000000000000079","1000005","2000001",P,江苏省,苏州市,"19520605",73,忠***,"5000003","6000008","7000032",XX00000054
"20260531",C000000000000092,"6666000000000000092","1000002","2000001",P,江苏省,苏州市,"19640711",61,劲***,"5000002","6000004","7000012",XX00000137
"20260531",C000000000000188,"6666000000000000188","1000004","2000001",P,江苏省,苏州市,"19660614",59,金***,"5000003","6000006","7000031",XX00000054
"20260531",C000000000000213,"6666000000000000213","1000006","2000001",P,江苏省,苏州市,"19621116",63,建***,"5000003","6000008","7000002",XX00000137
"20260531",C000000000000251,"6666000000000000251","1000003","2000001",P,江苏省,苏州市,"19660525",60,萍***,"5000003","6000006","7000032",XX00000054
"20260531",C000000000000310,"6666000000000000310","1000003","2000001",P,江苏省,苏州市,"19690109",57,卫***,"5000003","6000005","7000018",XX00000054
"20260531",C000000000000349,"6666000000000000349","1000003","2000001",P,江苏省,苏州市,"19651117",60,迅***,"5000002","6000005","7000011",XX00000054
"20260531",C000000000000392,"6666000000000000392","1000004","2000001",P,江苏省,苏州市,"19630915",62,武***,"5000002","6000005","7000012",XX00000054
"20260531",C000000000000026,"6666000000000000026","1000001","2000001",P,江苏省,苏州市,"19600628",65,涌***,"5000002","6000005","7000032",XX00000054
"20260531",C000000000000038,"6666000000000000038","1000005","2000001",P,江苏省,苏州市,"19770430",49,云***,"5000003","6000008","7000051",XX00000267
"20260531",C000000000000140,"6666000000000000140","1000004","2000001",P,江苏省,苏州市,"19640909",61,才***,"5000002","6000004","7000005",XX00000137
"20260531",C000000000000161,"6666000000000000161","1000004","2000001",P,江苏省,苏州市,"19700220",56,程***,"5000002","6000004","7000006",XX00000054
"20260531",C000000000000206,"6666000000000000206","1000003","2000001",P,江苏省,苏州市,"19660514",60,建***,"5000003","6000005","7000032",XX00000054
